1.8911,3487.1,0.00058886,2.4726,1.8782
1.8806,3469,0.00060169,2.4824,1.8776
1.8807,3468.9,0.00062648,2.4969,1.8872
1.8808,3469,0.00065592,2.5091,1.8969
1.8795,3467,0.00067128,2.5085,1.8969
1.8807,3449,0.00058633,2.4888,1.877
1.8799,3447.8,0.00060506,2.4897,1.877
1.8815,3450.8,0.00062969,2.5427,1.9163
1.8697,3449,0.00065169,2.5552,1.9263
1.8701,3449.8,0.00067539,2.5536,1.9263
1.87,3449.4,0.00069841,2.5637,1.9365
1.8597,3430.4,0.00066716,2.5809,1.9465
1.8591,3429.9,0.00066776,2.5967,1.957
1.859,3429.6,0.00070302,2.5927,1.957
1.8594,3410.1,0.000605,2.6005,1.9568
1.8587,3409.2,0.00064105,2.6122,1.9674
1.8478,3409.5,0.00068668,2.6225,1.9781
1.8485,3390.4,0.00059956,2.629,1.978
1.8484,3390.3,0.00064038,2.6271,1.978
1.8808,3469.8,0.00066019,2.537,1.9167
1.8815,3471,0.00069188,2.5665,1.9369
1.8811,3450.6,0.00060601,2.5725,1.9365
1.871,3452.3,0.00068089,2.5939,1.9572
1.8702,3450.8,0.00071277,2.5767,1.9468
1.8707,3431.9,0.00062544,2.6249,1.9783
1.8596,3431.1,0.00069103,2.6198,1.9783
1.86,3412.4,0.00060424,2.6257,1.9781
1.8592,3410.7,0.00065272,2.6219,1.9781
1.8481,3410.7,0.00069892,2.6186,1.9781
1.8492,3392.7,0.00063303,2.623,1.978
1.8835,3451.1,0.00058672,2.6102,1.9784
1.8628,3414.1,0.00061082,2.6257,1.989
1.8521,3395.2,0.00060058,2.6261,1.989
1.847,3386,0.00063706,2.623,1.989
1.8368,3368.2,0.00061365,2.6225,1.9889
1.8372,3368.3,0.00064112,2.6206,1.9889
1.8317,3358.7,0.00066219,2.6193,1.9889
1.8211,3339.5,0.00061224,2.6221,1.9888
1.8165,3331.3,0.00063342,2.6194,1.9888
1.8114,3321.2,0.00061716,2.6181,1.9887
1.8116,3321.8,0.00064702,2.6158,1.9887
1.8061,3311.8,0.00064112,2.6175,1.9887
1.8132,3327.4,0.00063718,2.6138,1.9777
1.8063,3312.1,0.00064517,2.6173,1.9887
1.7958,3293.2,0.00065729,2.6127,1.9886
1.7859,3275.3,0.00062273,2.6132,1.9886
1.7803,3265,0.00064169,2.611,1.9885
1.8151,3328.9,0.00060409,2.6211,1.9888
1.8157,3329.3,0.00060854,2.6258,1.9888
1.8002,3301.6,0.00061254,2.6228,1.9887
1.7904,3283.6,0.00063183,2.6202,1.9886
1.7803,3265.3,0.00062679,2.6111,1.9829
1.7753,3255.9,0.00065608,2.6065,1.9828
1.7703,3246.4,0.00065941,2.5986,1.9771
1.7601,3228.2,0.00063798,2.5924,1.9713
1.7496,3219.2,0.00068596,2.5876,1.9712
1.7497,3209.4,0.0006758,2.5858,1.9711
1.745,3201,0.00068132,2.5751,1.9653
1.7396,3191,0.00066547,2.5768,1.9652
1.7286,3180.8,0.00069465,2.5659,1.9594
1.7239,3163.5,0.00065197,2.5677,1.9592
1.714,3154.5,0.00069604,2.5535,1.9534
1.714,3144.8,0.00066164,2.5546,1.9532
1.7037,3136.5,0.00069801,2.5517,1.9531
1.704,3126.8,0.00068106,2.5505,1.9472
1.6936,3108,0.00064781,2.5394,1.9412
1.6877,3097.9,0.00065457,2.5363,1.941
1.6831,3089.2,0.00065525,2.5339,1.9408
1.6779,3079.8,0.0006529,2.5281,1.9349
1.6732,3071.1,0.00066018,2.5279,1.9347
1.6674,3060.7,0.00065958,2.5249,1.9345
1.6623,3051.3,0.00065855,2.5173,1.9286
1.6574,3042.7,0.00067233,2.5149,1.9284
1.6525,3033.7,0.00068,2.512,1.9282
1.6472,3023.9,0.00067373,2.5127,1.9279
1.6364,3014.5,0.00069111,2.5026,1.9219
1.6363,3014.2,0.00068573,2.4875,1.9219
